Drug1,DB_ID1,Drug2,DB_ID2,Cell.line,ZIP,Bliss,Loewe,HSA,ZIPclassification,blissclassification,loeweclassification,hsaclassification,synthetic,classification
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,SW837,5.36,1.65,1.86,1.92,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,SW837,12.64,12.19,12.39,12.46,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,SW837,-0.21,-3.64,-18.69,-5.95,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,SW837,-0.33,-8.72,-11.54,-6.23,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,DASATINIB,DB01254,SW837,1.38,2,8.41,10.39,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,SW837,4.91,5.19,11.6,13.58,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,SW837,1.97,1.38,7.79,9.77,1,1,1,1,4,synergy
METFORMIN,DB00331,BORTEZOMIB,DB00188,SW837,-2.46,-13.74,-29.88,-12.4,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,SW837,-3.78,-4.84,-18.8,-0.31,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,SW837,3.72,2.75,5.68,8.18,1,1,1,1,4,synergy
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,SW837,7.95,7.31,10.24,12.74,1,1,1,1,4,synergy
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,SW837,-5.91,-13.67,-10.75,-8.25,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,SW837,-7.39,-9.17,-2.03,-0.23,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,SW837,-8.07,-9.52,-2.38,-0.57,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,SW837,-9.5,-9.35,-2.22,-0.41,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,SW837,11.2,2.71,32.86,4.23,1,1,1,1,4,synergy
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,SW837,6.4,3.64,33.79,5.16,1,1,1,1,4,synergy
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,SW837,7.82,6.25,36.4,7.77,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,SW837,7.86,2.68,40.97,5.74,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,SW837,5.01,2.46,40.75,5.52,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,SW837,4.05,2.76,41.06,5.83,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,SW837,5.54,3.33,41.62,6.39,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,T-47D,-2.14,-4.46,-6.54,-3.69,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,T-47D,1.37,5.01,2.94,5.78,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,T-47D,-3.78,-16.79,-18.86,-16.02,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,T-47D,-5.88,-7.46,-4.17,-3.18,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,T-47D,2.47,4.12,7.41,8.39,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,T-47D,-11.14,-11.67,-8.38,-7.4,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,T-47D,-8.49,-7.16,-14.76,-8.67,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,T-47D,-6.91,-13.67,-21.27,-15.17,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,T-47D,-3.45,-5.61,-13.21,-7.12,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,T-47D,-8.19,-8.93,-16.53,-10.44,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,T-47D,1.91,3.83,3.15,5.97,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,T-47D,2.94,2.91,2.24,5.06,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,T-47D,0.49,1.19,0.51,3.33,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,T-47D,-1.19,-2.79,-3.46,-0.64,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,DASATINIB,DB01254,T-47D,-8.49,-8.6,-5.86,-2.73,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,DASATINIB,DB01254,T-47D,-9.19,-10.2,-7.46,-4.33,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,T-47D,-3.74,-5.71,-30.3,-6.07,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,T-47D,-5.3,-5.48,-12.02,-5.04,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,T-47D,-3.83,-8.49,-11.89,-5.85,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,T-47D,-3.41,-4.27,-7.67,-1.63,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,T-47D,-2.65,-4.82,-8.22,-2.19,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,T-47D,-9.82,-13.69,-12.87,-5.77,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,UACC62,-2.04,-1.43,-4.19,-0.33,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,UACC62,3.86,4.65,1.89,5.75,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,UACC62,3.93,8,2.67,8.09,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,UACC62,-0.28,-2.71,-49.03,-3.1,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,UACC62,-0.04,-2.01,-48.33,-2.4,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,UACC62,-4.48,-1.57,-13.07,-1.35,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,UACC62,-4.48,-1.32,-12.82,-1.1,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,UACC62,-7.98,-6.55,-6.53,-3.69,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,UACC62,-3.91,-3.3,-3.28,-0.44,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,DASATINIB,DB01254,UACC62,-6.27,-4.98,-4.02,-0.44,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,UACC62,-0.93,-3.43,-27.11,-4.02,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,UACC62,-4.14,-0.57,-11.75,-0.87,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,UACC62,-1.67,-3.49,-10.28,-1.87,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,UACC62,-4.03,-5.23,-8.46,-5.09,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,UACC62,-4.97,-7.67,-10.91,-7.54,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,UACC62,-2.23,-5.01,-8.25,-4.87,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,UACC62,-3.55,-4.46,-7.69,-4.32,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,UACC62,-4.2,-13.71,-15.16,-11.4,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,UACC62,-3.68,-8.27,-9.72,-5.96,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,UACC62,-1.55,-4.98,-6.43,-2.66,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,UACC62,-2.45,-7.74,-9.2,-5.43,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,UACC62,-3.49,-6.32,-7.15,-4.01,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,UACC62,0.64,2.06,1.23,4.38,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,UWB1289,-1.86,-2.64,-2.7,-0.25,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,UWB1289,-2.27,-3.42,-3.47,-1.03,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,UWB1289,-1.65,-2.49,-2.55,-0.1,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,UWB1289,1.09,1.62,1.57,4.01,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,UWB1289,-2.61,-3.62,-5.29,-1.38,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,UWB1289,-2.55,-3.81,-5.48,-1.57,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,UWB1289,-2.91,-4.99,-6.66,-2.75,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,UWB1289,-2.2,-3.51,-5.18,-1.27,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,UWB1289,-0.87,-5.12,-52.4,-5.29,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,UWB1289,-0.35,-4.67,-51.95,-4.84,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,DASATINIB,DB01254,UWB1289,-2.05,-8.91,-1.96,-0.22,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,UWB1289,-3.34,-6.14,-7.93,-5.07,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,UWB1289,-3.78,-6.65,-8.44,-5.58,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,UWB1289,-2.49,-5.92,-8.41,-3.49,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,UWB1289,-1.97,-4.98,-7.47,-2.55,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,UWB1289,-0.61,-3.61,-6.1,-1.18,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,UWB1289,-0.19,-3.59,-6.08,-1.16,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,UWB1289,-10.01,-11.38,-4.93,-0.97,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,UWB1289,-9.73,-10.99,-4.54,-0.58,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,UWB1289,2.98,4.15,1.67,5.49,1,1,1,1,4,synergy
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,UWB1289,7.93,4.18,1.7,5.51,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,UWB1289+BRCA1,-0.54,-2.04,-2.78,-0.42,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,UWB1289+BRCA1,-0.29,-1.72,-2.46,-0.1,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,UWB1289+BRCA1,-0.45,-1.95,-2.69,-0.33,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,UWB1289+BRCA1,-0.45,-1.95,-2.68,-0.33,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,UWB1289+BRCA1,-1.68,-2.5,-12.36,-1.98,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,UWB1289+BRCA1,-1.21,-1.01,-10.87,-0.49,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,UWB1289+BRCA1,-1.64,-0.97,-10.83,-0.46,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,UWB1289+BRCA1,-1.31,-0.54,-18.29,-0.31,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,UWB1289+BRCA1,-1.56,-0.36,-18.11,-0.13,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,UWB1289+BRCA1,-1.24,-3.81,-17.98,-3.95,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,UWB1289+BRCA1,-0.42,-2.7,-3.35,-2.27,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,UWB1289+BRCA1,5.36,4.22,3.57,4.66,1,1,1,1,4,synergy
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,UWB1289+BRCA1,-0.04,-2.23,-6.62,-0.73,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,UWB1289+BRCA1,-0.19,-2.02,-6.41,-0.53,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,UWB1289+BRCA1,-7.96,-10.83,-7.94,-3.97,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,UWB1289+BRCA1,-7.07,-9.66,-6.77,-2.81,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,UWB1289+BRCA1,-6.67,-8.93,-6.04,-2.07,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,UWB1289+BRCA1,-6.62,-8.88,-5.98,-2.02,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,UWB1289+BRCA1,-0.05,-3.59,-8.66,-2.48,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,VCAP,4.63,11.49,5.68,8.01,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,VCAP,6.11,9.23,3.42,5.75,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,VCAP,0.58,14.63,8.82,11.15,1,1,1,1,4,synergy
METFORMIN,DB00331,BORTEZOMIB,DB00188,VCAP,-0.25,-4.12,-53.17,-4.94,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,VCAP,-0.37,-4.51,-53.56,-5.33,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,VCAP,1.21,7.93,2.11,6.28,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,VCAP,4.18,5.84,0.02,4.2,1,1,1,1,4,synergy
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,VCAP,-1.89,-5.48,-20.36,-2.8,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,VCAP,-1.76,-5.54,-20.42,-2.85,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,VCAP,-1.06,-3.56,-18.44,-0.88,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,VCAP,-0.25,-2.23,-2.91,-2.34,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,VCAP,-0.4,-2.16,-2.84,-2.27,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,VCAP,2.85,0.82,0.15,0.71,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,VCAP,1.41,7.15,2.47,5.34,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,VCAP,0.07,5.21,0.53,3.41,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,ZR751,6.84,8.03,3.36,10.36,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,ZR751,-8.82,-10.38,-2.42,-6.24,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,ZR751,-13.63,-7.29,-11.66,-1.69,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,ZR751,-10.06,-6.91,-11.28,-1.32,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,ZR751,-11.52,-7.73,-0.27,-1.47,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,ZR751,-11.52,-14.73,-7.27,-8.47,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,ZR751,-9.91,-14.82,-7.37,-8.57,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,ZR751,9.47,7.75,12.26,13.58,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,ZR751,10.81,7.18,11.68,13,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,ZR751,0.06,2.91,7.42,8.73,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,ZR751,2.86,5.69,10.2,11.51,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,ZR751,-3.73,-5.65,-1.82,-0.31,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,DASATINIB,DB01254,ZR751,-6.31,-6.19,-2.36,-0.85,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,ZR751,0,-5.44,-11.33,-0.95,0,-1,-1,-1,-3,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,ZR751,-10.52,-15.3,-21.19,-10.82,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,ZR751,-6.64,-10.97,-4.12,-8.37,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,ZR751,-6.99,-6.95,-0.1,-4.35,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,ZR751,-5.84,-10.84,-9.69,-4.2,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,ZR751,-6.21,-8.25,-7.09,-1.6,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,ZR751,-7.51,-11.33,-14.01,-7.24,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,ZR751,-9.74,-15.78,-18.46,-11.68,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,ZR751,-7.47,-12.07,-14.76,-7.98,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,ZR751,-7.66,-16.7,-19.38,-12.61,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,ZR751,-12.47,-9.46,-4.49,-3.43,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,ZR751,-7.37,-11.12,-6.15,-5.1,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,ZR751,-11.22,-16.1,-37.18,-9.82,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,ZR751,-7.76,-9.04,-30.12,-2.76,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,ZR751,-8.93,-9.86,-30.94,-3.58,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,ZR751,-13.76,-17.89,-38.97,-11.61,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,MSTO,-11.51,-21.75,-20.92,-16.53,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,MSTO,-9.95,-21.22,-20.39,-16,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,MSTO,-8.51,-18.71,-17.88,-13.49,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,MSTO,-9.19,-17.28,-16.46,-12.07,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,MSTO,-7.72,-11.9,-17.28,-11.48,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,MSTO,-5.06,-5.97,-11.35,-5.55,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,MSTO,-4.28,-8.61,-14,-8.2,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,MSTO,-9.2,-13.43,-18.81,-13.01,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,T-47D,-11.05,-14.52,-14.67,-12.29,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,T-47D,-9.28,-10.46,-10.61,-8.23,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,T-47D,-4.72,-5.22,-5.37,-2.99,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,T-47D,-7.98,-8.55,-8.7,-6.32,-1,-1,-1,-1,-4,antagonism
TACROLIMUS,DB00864,PYRAZINAMIDE,DB00339,KBM-7,-22.06,-22.06,-8.95,-8.95,-1,-1,-1,-1,-4,antagonism
DEXTROMETHORPHAN,DB00514,VALPROIC ACID,DB00313,KBM-7,-17.81,-17.81,-7.21,-7.21,-1,-1,-1,-1,-4,antagonism
GUANFACINE,DB01018,TACROLIMUS,DB00864,KBM-7,-23.57,-23.57,-11.72,-11.72,-1,-1,-1,-1,-4,antagonism
GUANFACINE,DB01018,LEVONORGESTREL,DB00367,KBM-7,-28.14,-28.14,-13.06,-13.04,-1,-1,-1,-1,-4,antagonism
DEXMEDETOMIDINE,DB00633,THEOPHYLLINE,DB00277,KBM-7,-26.52,-26.52,-11.86,-11.86,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,AZITHROMYCIN,DB00207,KBM-7,-25.8,-25.8,-12.49,-12.49,-1,-1,-1,-1,-4,antagonism
SPIRONOLACTONE,DB00421,AZITHROMYCIN,DB00207,KBM-7,-29.57,-29.57,-17.02,-17.01,-1,-1,-1,-1,-4,antagonism
OSELTAMIVIR,DB00198,CARBOPLATIN,DB00958,KBM-7,-37.71,-37.71,-24.01,-24.01,-1,-1,-1,-1,-4,antagonism
NALTREXONE,DB00704,ILOPROST,DB01088,KBM-7,-25.86,-25.86,-11.09,-11.07,-1,-1,-1,-1,-4,antagonism
GUANFACINE,DB01018,CHLOROQUINE,DB00608,KBM-7,-24.3,-24.3,-11.69,-11.69,-1,-1,-1,-1,-4,antagonism
ATOVAQUONE,DB01117,HYDROXYCHLOROQUINE,DB01611,KBM-7,-22.93,-22.93,-9.75,-9.75,-1,-1,-1,-1,-4,antagonism
IVERMECTIN,DB00602,THALIDOMIDE,DB01041,KBM-7,-19.99,-19.99,-11.43,-11.43,-1,-1,-1,-1,-4,antagonism
OLMESARTAN,DB00275,SERTRALINE,DB01104,KBM-7,-29.1,-29.1,-14.72,-14.71,-1,-1,-1,-1,-4,antagonism
SILDENAFIL,DB00203,CARBOPLATIN,DB00958,KBM-7,-36.85,-36.85,-23.96,-23.96,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,SILDENAFIL,DB00203,KBM-7,-24.76,-24.76,-10.44,-10.43,-1,-1,-1,-1,-4,antagonism
GUANFACINE,DB01018,ENTACAPONE,DB00494,KBM-7,-26.13,-26.13,-11.57,-11.57,-1,-1,-1,-1,-4,antagonism
PYRAZINAMIDE,DB00339,IVERMECTIN,DB00602,KBM-7,-17.69,-17.69,-9.82,-9.82,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,ATOVAQUONE,DB01117,KBM-7,-25.17,-25.17,-12.35,-12.34,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,OSELTAMIVIR,DB00198,KBM-7,-25.64,-25.64,-11.53,-11.52,-1,-1,-1,-1,-4,antagonism
LITHIUM CITRATE,DB14507,ZONISAMIDE,DB00909,KBM-7,-25.22,-25.22,-10.75,-10.75,-1,-1,-1,-1,-4,antagonism
LIOTHYRONINE,DB00279,DEXTROMETHORPHAN,DB00514,KBM-7,-21.17,-21.17,-12.03,-12.01,-1,-1,-1,-1,-4,antagonism
TESTOSTERONE,DB00624,LEVONORGESTREL,DB00367,KBM-7,-32.61,-32.61,-17.38,-17.37,-1,-1,-1,-1,-4,antagonism
OSELTAMIVIR,DB00198,ATOVAQUONE,DB01117,KBM-7,-25.29,-25.29,-12.51,-12.49,-1,-1,-1,-1,-4,antagonism
HYDROXYCHLOROQUINE,DB01611,AZITHROMYCIN,DB00207,KBM-7,-23.21,-23.21,-9.45,-9.44,-1,-1,-1,-1,-4,antagonism
VALPROIC ACID,DB00313,PYRAZINAMIDE,DB00339,KBM-7,-21.61,-21.61,-8.66,-8.66,-1,-1,-1,-1,-4,antagonism
LIOTHYRONINE,DB00279,TACROLIMUS,DB00864,KBM-7,-23.68,-23.68,-11.92,-11.9,-1,-1,-1,-1,-4,antagonism
THALIDOMIDE,DB01041,SERTRALINE,DB01104,KBM-7,-29.84,-29.84,-14.47,-14.46,-1,-1,-1,-1,-4,antagonism
IMATINIB,DB00619,ZONISAMIDE,DB00909,KBM-7,-86.61,-86.61,-85.42,-85.35,-1,-1,-1,-1,-4,antagonism
FLUVOXAMINE,DB00176,ENTACAPONE,DB00494,KBM-7,-28.23,-28.23,-14.19,-14.18,-1,-1,-1,-1,-4,antagonism
STANOZOLOL,DB06718,CARBOPLATIN,DB00958,KBM-7,-35.17,-35.17,-23.66,-23.66,-1,-1,-1,-1,-4,antagonism
